Title,Date Posted,Employer,Location,Salary,Work Hours,Employment Type,Start Date,Vacancies,Languages,Education,Experience,Responsibilities,Benefits,Valid Through,url
retail store department head,"Posted on March 29, 2024",The North West Company LP,"Igloolik, NU","43,000 YEAR",37.5 hours per week,Permanent employmentFull time,Starts as soon as possible,2 vacancies,English,Secondary (high) school graduation certificate,1 year to less than 2 years,"Supervise staff (apprentices, stages hands, design team, etc.), Hire and train or arrange for training of staff, Establish work schedules, Sell merchandise, Resolve issues that may arise, including customer requests, complaints and supply shortages","Dental plan, Disability benefits, Health care plan, Group insurance benefits, Life insurance, Registered Retirement Savings Plan (RRSP), Stocks/shares, Maternity and parental benefits, Other benefits",2024-04-28,https://www.jobbank.gc.ca/jobsearch/jobposting/40658456;jsessionid=F4CE0B03C1B9592CA87E9B5792CFF8FB.jobsearch74?source=searchresults
general construction labourer,"Posted on March 28, 2024",Nasittuq Corporation,"Grise Fiord, NU",,,,Starts as soon as possible,1 vacancy,,,,,,2024-04-28,https://www.jobbank.gc.ca/jobsearch/jobposting/40657645?source=searchresults
cleaner,"Posted on March 21, 2024",Nunapro Services,"Iqaluit, NU",26.00 HOUR,,Part time,Starts as soon as possible,1 vacancy,,,,,,,https://www.jobbank.gc.ca/jobsearch/jobposting/40584829;jsessionid=F4CE0B03C1B9592CA87E9B5792CFF8FB.jobsearch74?source=searchresults
property management officer,"Posted on March 28, 2024",Scout Talent Inc.,"Iqaluit, NU","100,780 YEAR",40 hours per week,Permanent employmentFull time,Starts as soon as possible,1 vacancy,English,"College, CEGEP or other non-university certificate or diploma from a program of 1 year to 2 years",3 years to less than 5 years,,"Dental plan, Health care plan, Bonus, Pension plan, On-site housing options, Other benefits",2024-04-23,https://www.jobbank.gc.ca/jobsearch/jobposting/40650803;jsessionid=F4CE0B03C1B9592CA87E9B5792CFF8FB.jobsearch74?source=searchresults
retail store department head,"Posted on February 23, 2024",The North West Company LP,"Arctic Bay, NU","47,697 YEAR",37.5 hours per week,Permanent employmentFull time,Starts as soon as possible,1 vacancy,English,Secondary (high) school graduation certificate,1 year to less than 2 years,"Supervise staff (apprentices, stages hands, design team, etc.), Hire and train or arrange for training of staff, Establish work schedules, Sell merchandise, Resolve issues that may arise, including customer requests, complaints and supply shortages","Dental plan, Disability benefits, Health care plan, Group insurance benefits, Life insurance, Registered Retirement Savings Plan (RRSP), Stocks/shares, Maternity and parental benefits, Other benefits",2024-04-18,https://www.jobbank.gc.ca/jobsearch/jobposting/40352029?source=searchresults
retail store department head,"Posted on March 03, 2024",The North West Company LP,"Kugluktuk, NU","43,000 YEAR",37.5 hours per week,Permanent employmentFull time,Starts as soon as possible,1 vacancy,English,Secondary (high) school graduation certificate,1 year to less than 2 years,"Supervise staff (apprentices, stages hands, design team, etc.), Establish work schedules, Sell merchandise, Resolve issues that may arise, including customer requests, complaints and supply shortages","Dental plan, Disability benefits, Health care plan, Group insurance benefits, Life insurance, Registered Retirement Savings Plan (RRSP), Stocks/shares, Maternity and parental benefits, Other benefits",2024-04-27,https://www.jobbank.gc.ca/jobsearch/jobposting/40414641?source=searchresults
general construction labourer,"Posted on March 27, 2024",Nasittuq Corporation,"Grise Fiord, NU",,,,Starts as soon as possible,1 vacancy,,,,,,2024-04-28,https://www.jobbank.gc.ca/jobsearch/jobposting/40655869?source=searchresults
carpenter,"Posted on December 29, 2023",NUNAVUT EXCAVATING,"Iqaluit, NU",32.00 HOUR,35 to 40 hours per week,Permanent employmentFull time,Starts as soon as possible,3 vacancies,English,Secondary (high) school graduation certificate,3 years to less than 5 years,"Read and interpret blueprints, drawings and sketches to determine specifications and calculate requirements, Measure, cut, shape, assemble and join materials made of wood, wood substitutes, lightweight steel and other materials, Build foundations, install floor beams, lay subflooring and erect walls and roof systems, Fit and install windows, doors, stairs, mouldings and hardware, Maintain, repair and renovate residences and wooden structures in mills, mines, hospitals, industrial plants and other establishments",,2024-04-13,https://www.jobbank.gc.ca/jobsearch/jobposting/39899266?source=searchresults
dredge mechanic,"Posted on March 12, 2024",ACE Services Mécaniques inc.,"Rankin Inlet, NU","90,000 YEAR",,Permanent employmentFull time,Starts as soon as possible,1 vacancy,,,,,,2024-04-10,https://www.jobbank.gc.ca/jobsearch/jobposting/40486765;jsessionid=F4CE0B03C1B9592CA87E9B5792CFF8FB.jobsearch74?source=searchresults
automotive mechanic,"Posted on January 09, 2024",South Camp Enterprises,"Rankin Inlet, NU",35.00 HOUR,40 to 54 hours per week,Permanent employmentFull time,Starts as soon as possible,6 vacancies,English,Secondary (high) school graduation certificate,3 years to less than 5 years,"Inspect and test mechanical units to locate faults and malfunctions, Inspect motor in operation, road test motor vehicles and test automotive systems and components, Adjust, repair or replace parts and components of automotive systems, Diagnose faults and malfunctions, Repair or replace mechanical units or components, Test and adjust repaired systems to manufacturer's specifications, Estimate parts and labour cost to perform vehicle maintenance and repairs, Perform scheduled maintenance service, Test and adjust units to specifications, Advise customers on work performed and future repair requirements, Complete reports to record problems and work performed, Review work orders and discuss work with supervisor, Provide customer service","Other benefits, Transportation provided by employer",2024-03-31,https://www.jobbank.gc.ca/jobsearch/jobposting/39986372?source=searchresults
grocery clerk,"Posted on March 03, 2024",The North West Company LP,"Kugluktuk, NU",18.00 HOUR,37.5 hours per week,Permanent employmentFull time,Starts as soon as possible,1 vacancy,English,"No degree, certificate or diploma",Experience an asset,"Bag, box or parcel purchases for customers, for shipment or delivery, Obtain articles for customers from shelf or stockroom, Order stock, Record incoming stock, Keep stock clean and in order, Price items using stamp or stickers according to price list, Perform general cleaning duties (i.e. sweeping, mopping floors), Operate cash register, Order picking, Provide customer service","Dental plan, Disability benefits, Health care plan, Group insurance benefits, Life insurance, Registered Retirement Savings Plan (RRSP), Stocks/shares, Maternity and parental benefits, Other benefits",2024-04-27,https://www.jobbank.gc.ca/jobsearch/jobposting/40414693?source=searchresults
chef,"Posted on February 28, 2024",Kaapitaarvik Inc.,"Iqaluit, NU",34.00 HOUR,40 hours per week,Permanent employmentFull time,Starts as soon as possible,2 vacancies,English,College/CEGEP,5 years or more,"Maintain records of food costs, consumption, sales and inventory, Demonstrate new cooking techniques and new equipment to cooking staff, Create new recipes, Instruct cooks in preparation, cooking, garnishing and presentation of food, Prepare and cook complete meals and specialty foods for events such as banquets, Supervise cooks and other kitchen staff, Prepare and cook food on a regular basis, or for special guests or functions, Prepare and cook meals or specialty foods, Requisition food and kitchen supplies, Arrange for equipment purchases and repairs, Estimate food requirements and food and labour costs, Plan menus and ensure food meets quality standards, Prepare dishes for customers with food allergies or intolerances, Train staff in preparation, cooking and handling of food, Leading/instructing individuals",,2024-03-29,https://www.jobbank.gc.ca/jobsearch/jobposting/40384091?source=searchresults
cook,"Posted on February 01, 2024",Kuugaq Cafe,"Cambridge Bay, NU",25.00 HOUR,40 hours per week,Permanent employmentFull time,Starts as soon as possible,1 vacancy,English,Secondary (high) school graduation certificate,1 year to less than 2 years,"Prepare and cook complete meals or individual dishes and foods, Prepare dishes for customers with food allergies or intolerances, Plan menus, determine size of food portions, estimate food requirements and costs, and monitor and order supplies, Inspect kitchens and food service areas, Train staff in preparation, cooking and handling of food, Order supplies and equipment, Supervise kitchen staff and helpers, Maintain inventory and records of food, supplies and equipment, Clean kitchen and work areas, Manage kitchen operations",,2024-04-25,https://www.jobbank.gc.ca/jobsearch/jobposting/40176497?source=searchresults
elementary school teacher,"Posted on March 28, 2024",ApplytoEducation,"Iqaluit, NU",,,Term or contractFull time,Starts as soon as possible,1 vacancy,,,,,,2024-04-26,https://www.jobbank.gc.ca/jobsearch/jobposting/40649723;jsessionid=F4CE0B03C1B9592CA87E9B5792CFF8FB.jobsearch74?source=searchresults
dredge mechanic,"Posted on March 12, 2024",ACE Services Mécaniques inc.,"Rankin Inlet, NU","90,000 YEAR",,Permanent employmentFull time,Starts as soon as possible,1 vacancy,,,,,,2024-04-10,https://www.jobbank.gc.ca/jobsearch/jobposting/40486878;jsessionid=F4CE0B03C1B9592CA87E9B5792CFF8FB.jobsearch74?source=searchresults
accounting supervisor,"Posted on February 21, 2024",Nasaijit Services Ltd.,"Iqaluit, , NU",35.90 HOUR,40 hours per week,Permanent employmentFull time,Starts as soon as possible,2 vacancies,English,College/CEGEP,1 year to less than 2 years,"Train workers in duties and policies, Prepare and submit reports, Resolve work problems, provide technical advice and recommend measures to improve productivity and product quality, Ensure accuracy of financial transactions, Co-ordinate, assign and review work, Co-ordinate activities with other work units or departments, Store, update and retrieve financial data, Prepare financial statements and reports, Perform general clerical duties, Perform clerical duties, such as maintain filing and record systems, 3-4 people","Dental plan, Disability benefits, Health care plan, Registered Retirement Savings Plan (RRSP), Other benefits",2024-04-19,https://www.jobbank.gc.ca/jobsearch/jobposting/40336197?source=searchresults
grocery clerk,"Posted on March 29, 2024",The North West Company LP,"Cambridge Bay, NU",18.00 HOUR,37.5 hours per week,Permanent employmentFull time,Starts as soon as possible,5 vacancies,English,"No degree, certificate or diploma",Experience an asset,"Bag, box or parcel purchases for customers, for shipment or delivery, Obtain articles for customers from shelf or stockroom, Order stock, Record incoming stock, Keep stock clean and in order, Price items using stamp or stickers according to price list, Perform general cleaning duties (i.e. sweeping, mopping floors), Operate cash register, Order picking, Provide customer service","Dental plan, Disability benefits, Health care plan, Group insurance benefits, Life insurance, Registered Retirement Savings Plan (RRSP), Stocks/shares, Maternity and parental benefits, Other benefits",2024-04-28,https://www.jobbank.gc.ca/jobsearch/jobposting/40658446;jsessionid=F4CE0B03C1B9592CA87E9B5792CFF8FB.jobsearch74?source=searchresults
grocery clerk,"Posted on March 29, 2024",The North West Company LP,"Iqaluit, NU",18.00 HOUR,37.5 hours per week,Permanent employmentFull time,Starts as soon as possible,3 vacancies,English,"No degree, certificate or diploma",Experience an asset,"Bag, box or parcel purchases for customers, for shipment or delivery, Obtain articles for customers from shelf or stockroom, Order stock, Record incoming stock, Keep stock clean and in order, Price items using stamp or stickers according to price list, Perform general cleaning duties (i.e. sweeping, mopping floors), Operate cash register, Order picking, Provide customer service","Dental plan, Disability benefits, Health care plan, Group insurance benefits, Life insurance, Registered Retirement Savings Plan (RRSP), Stocks/shares, Maternity and parental benefits, Other benefits",2024-04-28,https://www.jobbank.gc.ca/jobsearch/jobposting/40658438;jsessionid=F4CE0B03C1B9592CA87E9B5792CFF8FB.jobsearch74?source=searchresults
grocery clerk,"Posted on December 05, 2023",The North West Company LP,"Cambridge Bay, NU",18.00 HOUR,37.5 hours per week,Permanent employmentFull time,Starts as soon as possible,5 vacancies,English,"No degree, certificate or diploma",Experience an asset,"Bag, box or parcel purchases for customers, for shipment or delivery, Obtain articles for customers from shelf or stockroom, Order stock, Record incoming stock, Keep stock clean and in order, Price items using stamp or stickers according to price list, Perform general cleaning duties (i.e. sweeping, mopping floors), Operate cash register, Order picking, Provide customer service","Dental plan, Disability benefits, Health care plan, Group insurance benefits, Life insurance, Registered Retirement Savings Plan (RRSP), Stocks/shares, Maternity and parental benefits, Other benefits",2024-04-03,https://www.jobbank.gc.ca/jobsearch/jobposting/39723207?source=searchresults
store manager - retail,"Posted on March 28, 2024",Qikiqtani Retail Services Ltd.,"Iqaluit, NU",45.00 HOUR,40 hours per week,Permanent employmentFull time,Starts as soon as possible,1 vacancy,English,"Secondary (high) school graduation certificate

or equivalent experience",1 year to less than 2 years,"Manage staff and assign duties, Determine merchandise and services to be sold, Implement price and credits policies, Locate, select and procure merchandise for resale, Plan budgets and monitor revenues and expenses, Determine staffing requirements, Resolve issues that may arise, including customer requests, complaints and supply shortages, Plan, organize, direct, control and evaluate daily operations, Recruit, hire and supervise staff and/or volunteers, Conduct performance reviews, Supervise office and volunteer staff, 16-20 people",,2024-04-27,https://www.jobbank.gc.ca/jobsearch/jobposting/40650765;jsessionid=F4CE0B03C1B9592CA87E9B5792CFF8FB.jobsearch74?source=searchresults
maintenance manager,"Posted on March 28, 2024",Scout Talent Inc.,"Gjoa Haven, NU","104,208 YEAR",40 hours per week,Permanent employmentFull time,Starts as soon as possible,1 vacancy,English,"College, CEGEP or other non-university certificate or diploma from a program of 1 year to 2 years",5 years or more,,"Pension plan, On-site housing options, Other benefits",2024-04-27,https://www.jobbank.gc.ca/jobsearch/jobposting/40650818;jsessionid=F4CE0B03C1B9592CA87E9B5792CFF8FB.jobsearch74?source=searchresults
diesel mechanic - heavy equipment,"Posted on December 29, 2023",NUNAVUT EXCAVATING,"Iqaluit, NU",45.41 HOUR,32 to 35 hours per week,Permanent employmentFull time,Starts as soon as possible,3 vacancies,English,Secondary (high) school graduation certificate,1 year to less than 2 years,"Troubleshoot and inspect equipment to detect faults and malfunctions, Diagnose faults or malfunctions using computerized and other testing equipment to determine extent of repair required, Adjust equipment and repair or replace defective parts, Test repaired equipment for proper performance and to ensure that work meets manufacturers' specifications, Clean, lubricate and perform other maintenance work, Service attachments and working tools",,2024-04-07,https://www.jobbank.gc.ca/jobsearch/jobposting/39899241?source=searchresults
grade school teacher,"Posted on March 26, 2024",ApplytoEducation,"Coral Harbour, NU",,,Full time,Starts as soon as possible,1 vacancy,,,,,,2024-04-24,https://www.jobbank.gc.ca/jobsearch/jobposting/40627621?source=searchresults
"Senior Engineer, EN-ENG-04 / Physical Science Planning Officer,  PC-03","Posted on March 18, 2024",Environment and Climate Change Canada - Environmental Protection Branch,"Calgary, , AB","97,479 YEAR",,Permanent employmentFull time,Starts as soon as possible,1 vacancy,,,,,,2024-04-02,https://www.jobbank.gc.ca/jobsearch/jobposting/40615440;jsessionid=F4CE0B03C1B9592CA87E9B5792CFF8FB.jobsearch74?source=searchresults
retail store department head,"Posted on March 29, 2024",The North West Company LP,"Cambridge Bay, NU","43,000 YEAR",37.5 hours per week,Permanent employmentFull time,Starts as soon as possible,1 vacancy,English,Secondary (high) school graduation certificate,1 year to less than 2 years,"Supervise staff (apprentices, stages hands, design team, etc.), Hire and train or arrange for training of staff, Establish work schedules, Sell merchandise, Resolve issues that may arise, including customer requests, complaints and supply shortages","Dental plan, Disability benefits, Health care plan, Group insurance benefits, Life insurance, Registered Retirement Savings Plan (RRSP), Stocks/shares, Maternity and parental benefits, Other benefits",2024-04-28,https://www.jobbank.gc.ca/jobsearch/jobposting/40658455;jsessionid=F4CE0B03C1B9592CA87E9B5792CFF8FB.jobsearch74?source=searchresults
retail store department head,"Posted on March 05, 2024",The North West Company LP,"Gjoa Haven, NU","50,000 YEAR",37.5 hours per week,Permanent employmentFull time,Starts as soon as possible,1 vacancy,English,Secondary (high) school graduation certificate,1 year to less than 2 years,"Supervise staff (apprentices, stages hands, design team, etc.), Establish work schedules, Sell merchandise, Resolve issues that may arise, including customer requests, complaints and supply shortages","Dental plan, Disability benefits, Health care plan, Group insurance benefits, Life insurance, Registered Retirement Savings Plan (RRSP), Stocks/shares, Maternity and parental benefits, Other benefits",2024-04-04,https://www.jobbank.gc.ca/jobsearch/jobposting/40428689?source=searchresults
barista,"Posted on December 11, 2023",Black Heart Cafe Inc.,"Iqaluit, NU",23.08 HOUR,40 to 50 hours per week,Permanent employmentFull time,Starts as soon as possible,1 vacancy,English,"No degree, certificate or diploma",1 to less than 7 months,"Bring clean dishes, flatware and other items to serving areas and set tables, Clean and sanitize items such as dishwasher mats, carts and waste disposal units, Clear and clean tables, trays and chairs, Operate dishwashers to wash dishes, glassware and flatware, Place dishes in storage area, Replenish condiments and other supplies at tables and serving areas, Keep records of the quantities of food used, Portion and wrap foods, Serve customers at counters or buffet tables, Take customers' orders, Clean and sanitize kitchen including work surfaces, cupboards, storage areas, appliances and equipment, Receive, unpack and store supplies in refrigerators, freezers, cupboards and other storage areas, Remove kitchen garbage and trash, Sweep, mop, wash and polish floors",Other benefits,2024-04-01,https://www.jobbank.gc.ca/jobsearch/jobposting/39767430?source=searchresults
human resources clerk,"Posted on March 22, 2024",City of Iqaluit,"Iqaluit, NU",,,Permanent employmentFull time,Starts as soon as possible,1 vacancy,,,,,,2024-04-22,https://www.jobbank.gc.ca/jobsearch/jobposting/40599519;jsessionid=F4CE0B03C1B9592CA87E9B5792CFF8FB.jobsearch74?source=searchresults
grocery clerk,"Posted on March 29, 2024",The North West Company LP,"Cape Dorset, NU",18.00 HOUR,37.5 hours per week,Permanent employmentFull time,Starts as soon as possible,1 vacancy,English,"No degree, certificate or diploma",Experience an asset,"Bag, box or parcel purchases for customers, for shipment or delivery, Obtain articles for customers from shelf or stockroom, Order stock, Record incoming stock, Keep stock clean and in order, Price items using stamp or stickers according to price list, Perform general cleaning duties (i.e. sweeping, mopping floors), Operate cash register, Order picking, Provide customer service","Dental plan, Disability benefits, Health care plan, Group insurance benefits, Life insurance, Registered Retirement Savings Plan (RRSP), Stocks/shares, Maternity and parental benefits, Other benefits",2024-04-28,https://www.jobbank.gc.ca/jobsearch/jobposting/40658447;jsessionid=F4CE0B03C1B9592CA87E9B5792CFF8FB.jobsearch74?source=searchresults
building operator - maintenance,"Posted on March 06, 2024",Northview Residential REIT,"Iqaluit, NU",,,,Starts as soon as possible,1 vacancy,,,,,,2024-04-06,https://www.jobbank.gc.ca/jobsearch/jobposting/40444501?source=searchresults
cook,"Posted on March 19, 2024",Big Racks Pita Shack Inc.,"Iqaluit, NU",24.50 HOUR,40 hours per week,Permanent employmentFull time,Starts as soon as possible,1 vacancy,English,Secondary (high) school graduation certificate,Experience an asset,"Prepare and cook complete meals or individual dishes and foods, Plan menus, determine size of food portions, estimate food requirements and costs, and monitor and order supplies, Inspect kitchens and food service areas, Order supplies and equipment, Maintain inventory and records of food, supplies and equipment, Clean kitchen and work areas",Other benefits,2024-04-18,https://www.jobbank.gc.ca/jobsearch/jobposting/40557161;jsessionid=F4CE0B03C1B9592CA87E9B5792CFF8FB.jobsearch74?source=searchresults
automotive parts clerk - retail,"Posted on March 03, 2024",953731 NWT Ltd,"Rankin Inlet, NU",22.00 HOUR,40 to 54 hours per week,Permanent employmentFull time,,2 vacancies,English,Secondary (high) school graduation certificate,Will train,,"On-site housing options, Other benefits, Transportation provided by employer",2024-04-17,https://www.jobbank.gc.ca/jobsearch/jobposting/40546123?source=searchresults
cook,"Posted on February 28, 2024",Kaapitaarvik Inc.,"Iqaluit, NU",24.00 HOUR,40 hours per week,Permanent employmentFull time,Starts as soon as possible,2 vacancies,English,Secondary (high) school graduation certificate,3 years to less than 5 years,"Prepare and cook complete meals or individual dishes and foods, Prepare dishes for customers with food allergies or intolerances, Inspect kitchens and food service areas, Train staff in preparation, cooking and handling of food, Maintain inventory and records of food, supplies and equipment, Clean kitchen and work areas, Manage kitchen operations",,2024-03-29,https://www.jobbank.gc.ca/jobsearch/jobposting/40384090?source=searchresults
food service supervisor,"Posted on January 29, 2024",902776 N.W.T. Limited,"Iqaluit, NU",19.00 HOUR,38.5 hours per week,Permanent employmentFull time,Starts as soon as possible,8 vacancies,English,Secondary (high) school graduation certificate,1 year to less than 2 years,"Establish methods to meet work schedules, Supervise and co-ordinate activities of staff who prepare and portion food, Train staff in job duties, sanitation and safety procedures, Estimate ingredient and supplies required for meal preparation, Ensure that food and service meet quality control standards, Address customers' complaints or concerns, Maintain records of stock, repairs, sales and wastage, Prepare and submit reports, Prepare food order summaries for chef, Establish work schedules","Dental plan, Health care plan, Life insurance, Other benefits",2024-04-18,https://www.jobbank.gc.ca/jobsearch/jobposting/40145825?source=searchresults
